,dt_duration_seconds,dt_end,dt_start,fit_batch_size,fit_num_classes,fit_num_epochs,fit_stopped_early,fit_stopper_patience,fit_test_acc,fit_train_acc,fit_train_loss,fit_val_acc,fit_val_loss,id,model_architecture,model_dropout,model_layer_1_sizefactor,model_layer_2_sizefactor,model_layer_3_sizefactor,model_num_features,model_sequence_length,param_count,pretrained_model_name,pretrained_model_pooling,shape_x_test,shape_y_train
114,155,2018-12-16 19:15:04,2018-12-16 19:12:29,32,2,14,True,5,0.822742474916388,0.9207454433749744,0.21411628626666912,0.9452411992453534,0.192172565524576,245,MLP,0.2,8,4,4,1536,3,3983618,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
247,829,2018-12-16 22:20:45,2018-12-16 22:06:55,32,2,35,True,10,0.9230769230769231,0.9205406512389924,0.2128671660817917,0.9448066058753626,0.21216168857201034,273,LSTM,0.2,1,4,0,1536,3,19471490,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
37,734,2018-12-16 23:24:46,2018-12-16 23:12:32,32,2,28,True,10,0.862876254180602,0.910301044427687,0.2387816987942409,0.9430682309706903,0.22584207593643474,281,LSTM,0.2,1,8,0,1536,3,19176002,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
88,794,2018-12-16 21:03:18,2018-12-16 20:50:04,32,2,35,True,10,0.8729096989966555,0.9180831456194153,0.2144395112014808,0.9413298565840938,0.18751853135702196,263,LSTM,0.2,1,0,8,1536,3,18883586,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
262,126,2018-12-16 17:37:25,2018-12-16 17:35:18,32,2,16,True,5,0.9297658862876255,0.9296539012901904,0.1938077149908519,0.9408952629809688,0.18858883157210576,185,MLP,0.2,2,8,0,1536,3,3687746,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
268,121,2018-12-16 17:22:01,2018-12-16 17:19:59,32,2,13,True,5,0.9297658862876255,0.9137825107393805,0.23580163926002118,0.940460669092902,0.2540042516668171,175,MLP,0.2,2,2,8,1536,3,4278338,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
231,96,2018-12-16 17:25:50,2018-12-16 17:24:14,32,2,10,True,5,0.9096989966555185,0.9132705303994256,0.235833885488807,0.940026075619296,0.21658391798516555,177,MLP,0.2,2,4,0,1536,3,3835778,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
144,542,2018-12-16 22:37:01,2018-12-16 22:27:59,32,2,18,True,10,0.8127090301003345,0.8983207044727413,0.26551587713343333,0.9395914817312291,0.22235484395349403,275,LSTM,0.2,1,4,2,1536,3,19767938,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
125,702,2018-12-16 20:21:01,2018-12-16 20:09:18,32,2,30,True,10,0.919732441471572,0.9222813843826326,0.2107113890171344,0.9391568885943725,0.18839830575896988,257,LSTM,0.2,1,0,0,1536,3,18883586,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
11,123,2018-12-16 18:22:20,2018-12-16 18:20:17,32,2,12,True,5,0.8461538461538461,0.9163424124513618,0.23024179144721832,0.9382877007664312,0.23264624241873888,213,MLP,0.2,4,4,4,1536,3,3983618,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
198,286,2018-12-17 00:30:27,2018-12-17 00:25:40,32,2,16,True,10,0.8193979933110368,0.8991398730288757,0.26020726399199046,0.9378531071633062,0.2184514545166508,289,LSTM,0.2,2,0,0,1536,3,7082498,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
124,108,2018-12-16 16:43:26,2018-12-16 16:41:38,32,2,15,True,5,0.9431438127090301,0.9164448085193528,0.21707091987905092,0.9378531071114986,0.22046390211437122,145,MLP,0.2,1,4,0,1536,3,3835778,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
91,119,2018-12-16 18:25:56,2018-12-16 18:23:57,32,2,10,True,5,0.7190635451505016,0.9052836370961285,0.2517776068314504,0.9369839203197093,0.2782504065354872,215,MLP,0.2,4,4,8,1536,3,3909314,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
58,96,2018-12-16 16:53:40,2018-12-16 16:52:04,32,2,12,True,5,0.9464882943143813,0.9183903337989751,0.2207745471353197,0.9369839198016333,0.22628481714609444,153,MLP,0.2,1,8,0,1536,3,3687746,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
22,127,2018-12-16 18:36:05,2018-12-16 18:33:57,32,2,12,True,5,0.7558528428093645,0.9240221175506861,0.20715227461214586,0.9365493263798349,0.216922792410563,221,MLP,0.2,4,8,4,1536,3,3762242,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
197,103,2018-12-16 17:01:21,2018-12-16 16:59:37,32,2,12,True,5,0.9063545150501673,0.9072291624001638,0.24289480631264315,0.9361147325435756,0.24828469622451188,159,MLP,0.2,1,8,8,1536,3,3724802,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
147,554,2018-12-17 00:14:33,2018-12-17 00:05:18,32,2,17,True,10,0.8494983277591973,0.9033381118042997,0.2543315491775448,0.9356801393549113,0.24393681749889304,287,LSTM,0.2,1,8,8,1536,3,19213058,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
133,108,2018-12-16 16:40:19,2018-12-16 16:38:31,32,2,14,True,5,0.9063545150501673,0.9163424124513618,0.22067932026033918,0.9356801391217772,0.2228284183013755,143,MLP,0.2,1,2,8,1536,3,4278338,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
39,125,2018-12-16 17:39:37,2018-12-16 17:37:31,32,2,15,True,5,0.919732441471572,0.9168543927913169,0.22946016024740937,0.9356801391217772,0.22255027694372653,186,MLP,0.5,2,8,0,1536,3,3687746,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
209,315,2018-12-17 00:40:02,2018-12-17 00:34:47,32,2,19,True,10,0.939799331103679,0.9096866680319475,0.23574281563231284,0.9352455457517863,0.20619907867696066,291,LSTM,0.2,2,0,2,1536,3,7082498,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
195,444,2018-12-16 23:03:58,2018-12-16 22:56:34,32,2,12,True,10,0.9063545150501673,0.8919721482695064,0.2777204660204024,0.9352455454150369,0.2255225065401045,279,LSTM,0.2,1,4,8,1536,3,19545026,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
172,40,2018-12-16 15:05:30,2018-12-16 15:04:49,32,2,10,True,5,0.8415841584158416,0.9061547837290317,0.24293918989064514,0.935036812498746,0.217880816338846,25,MLP,0.2,1,8,0,1536,1,1328450,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
240,417,2018-12-16 21:55:09,2018-12-16 21:48:11,32,2,11,True,10,0.8762541806020067,0.8861355723940201,0.2846956166980234,0.9348109517601043,0.23793607290958851,271,LSTM,0.2,1,2,8,1536,3,20208962,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
187,88,2018-12-16 17:41:12,2018-12-16 17:39:43,32,2,7,True,5,0.903010033444816,0.8993446651648577,0.26266371773621866,0.9343763581569793,0.22996572558903683,187,MLP,0.2,2,8,2,1536,3,3837122,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
276,137,2018-12-16 17:58:38,2018-12-16 17:56:20,32,2,19,True,5,0.9498327759197325,0.9074339545239393,0.23417215447505918,0.933941764450239,0.2341244857190019,199,MLP,0.2,4,0,8,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
81,98,2018-12-16 18:08:09,2018-12-16 18:06:31,32,2,7,True,5,0.842809364548495,0.9036453000204792,0.25093934093126136,0.9339417642171048,0.25261045902358714,205,MLP,0.2,4,2,4,1536,3,4426370,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
163,120,2018-12-16 18:14:09,2018-12-16 18:12:08,32,2,11,True,5,0.8795986622073578,0.9034405078844973,0.2557537741646302,0.9335071710802482,0.23282752541265814,208,MLP,0.5,4,2,8,1536,3,4278338,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
269,76,2018-12-16 16:37:28,2018-12-16 16:36:11,32,2,7,True,5,0.9464882943143813,0.900880606172516,0.2594144653705161,0.9335071710802482,0.22500218982698605,141,MLP,0.2,1,2,4,1536,3,4426370,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
13,79,2018-12-16 17:28:16,2018-12-16 17:26:56,32,2,5,True,5,0.9464882943143813,0.8956584067171821,0.26399314520373623,0.9330725771921814,0.22509962523672591,179,MLP,0.2,2,4,2,1536,3,4132226,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
72,150,2018-12-16 19:27:45,2018-12-16 19:25:15,32,2,13,True,5,0.9464882943143813,0.915420847839443,0.23746942373470598,0.932637983252307,0.22288736761237993,252,MLP,0.5,8,8,2,1536,3,3837122,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
100,54,2018-12-16 15:22:18,2018-12-16 15:21:23,32,2,11,True,5,0.9438943894389439,0.8971155799188291,0.25887109460008356,0.9324382849718493,0.24000318864688774,53,MLP,0.2,2,4,4,1536,1,1624322,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
291,41,2018-12-16 14:57:13,2018-12-16 14:56:31,32,2,11,True,5,0.8679867986798679,0.9058500913955708,0.24421058142667085,0.9320051970550022,0.23558575095953288,9,MLP,0.2,1,2,0,1536,1,1772546,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
213,42,2018-12-16 15:03:15,2018-12-16 15:02:33,32,2,9,True,5,0.9306930693069306,0.9031078610845439,0.25386732406255896,0.9320051970550022,0.22451630368790051,21,MLP,0.2,1,4,4,1536,1,1624322,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
47,104,2018-12-16 17:49:38,2018-12-16 17:47:53,32,2,12,True,5,0.8528428093645485,0.9030309236125332,0.2490632469877799,0.9317687959424417,0.23326007685082106,193,MLP,0.2,4,0,0,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
278,67,2018-12-16 15:18:26,2018-12-16 15:17:18,32,2,15,True,5,0.8481848184818481,0.9083891936053645,0.24473369095520642,0.9311390212213079,0.22016408917203306,47,MLP,0.2,2,2,8,1536,1,1919042,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
64,86,2018-12-16 16:48:22,2018-12-16 16:46:55,32,2,9,True,5,0.8695652173913043,0.9123489657997133,0.22839946390158045,0.9308996086843839,0.21878407779645526,149,MLP,0.2,1,4,4,1536,3,3983618,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
289,93,2018-12-16 18:12:02,2018-12-16 18:10:28,32,2,6,True,5,0.8762541806020067,0.8880810976858489,0.2814146439279173,0.9308996086325764,0.2919504506297341,207,MLP,0.2,4,2,8,1536,3,4278338,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
248,802,2018-12-16 23:50:50,2018-12-16 23:37:27,32,2,31,True,10,0.8260869565217391,0.8697522015154618,0.3313068297128806,0.9300304213745186,0.3827866067165191,284,LSTM,0.5,1,8,2,1536,3,19325378,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
155,82,2018-12-16 16:33:45,2018-12-16 16:32:23,32,2,9,True,5,0.939799331103679,0.9028261314643448,0.25285662905666495,0.9300304213227111,0.2212600306369387,138,MLP,0.5,1,2,0,1536,3,4131842,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
48,121,2018-12-16 17:24:08,2018-12-16 17:22:06,32,2,13,True,5,0.8327759197324415,0.9088674994758131,0.25091427672343886,0.929595827719586,0.24114617897033278,176,MLP,0.5,2,2,8,1536,3,4278338,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
241,116,2018-12-16 19:34:36,2018-12-16 19:32:39,32,2,7,True,5,0.8494983277591973,0.8949416342412452,0.27449898231036834,0.9295958276677785,0.25028107401108235,256,MLP,0.5,8,8,8,1536,3,3724802,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
255,62,2018-12-16 15:28:39,2018-12-16 15:27:37,32,2,13,True,5,0.7821782178217822,0.9064594758808818,0.24686066181272748,0.9294066695797335,0.24154091961665708,62,MLP,0.5,2,8,4,1536,1,1402946,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
92,102,2018-12-16 19:04:41,2018-12-16 19:02:58,32,2,5,True,5,0.8662207357859532,0.8897194347614982,0.28618248213809605,0.9291612345827294,0.254552767904672,239,MLP,0.2,8,2,8,1536,3,4278338,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
230,114,2018-12-16 17:52:51,2018-12-16 17:50:56,32,2,14,True,5,0.8294314381270903,0.9130657382756502,0.22897277513418607,0.9291612345309218,0.2357172384009782,195,MLP,0.2,4,0,2,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
265,84,2018-12-16 17:35:12,2018-12-16 17:33:47,32,2,6,True,5,0.882943143812709,0.891562563985336,0.2802597117972086,0.9287266405910474,0.26112037124529136,184,MLP,0.5,2,4,8,1536,3,3909314,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
56,66,2018-12-16 16:34:57,2018-12-16 16:33:50,32,2,5,True,5,0.9431438127090301,0.8869547409257414,0.28706091058295746,0.9287266404097207,0.30723663805775514,139,MLP,0.2,1,2,2,1536,3,4722434,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
286,542,2018-12-16 21:12:30,2018-12-16 21:03:27,32,2,20,True,10,0.8193979933110368,0.8788654515666598,0.30756353493074207,0.9282920472210565,0.2352858580930603,264,LSTM,0.5,1,0,8,1536,3,18883586,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
128,297,2018-12-16 21:17:36,2018-12-16 21:12:38,32,2,5,True,10,0.842809364548495,0.8688306369035429,0.32024010913662065,0.9282920472210565,0.2739459281768658,265,LSTM,0.2,1,2,0,1536,3,20062466,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
23,92,2018-12-16 18:54:26,2018-12-16 18:52:53,32,2,4,True,5,0.8929765886287625,0.8861355723940201,0.2804619106383029,0.9282920472210565,0.2432404909896519,233,MLP,0.2,8,2,0,1536,3,4131842,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
67,35,2018-12-16 14:59:56,2018-12-16 14:59:20,32,2,7,True,5,0.9207920792079208,0.8946780418080816,0.2663774514086915,0.9281074058033781,0.2267367994116725,15,MLP,0.2,1,2,8,1536,1,1919042,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
82,102,2018-12-16 18:45:14,2018-12-16 18:43:31,32,2,9,True,5,0.8662207357859532,0.8845996313741552,0.2915299105965869,0.9278574535661239,0.24552704867255631,227,MLP,0.2,8,0,2,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
129,377,2018-12-16 21:28:35,2018-12-16 21:22:17,32,2,9,True,10,0.8127090301003345,0.8801966004505427,0.3017469961978167,0.9278574533329897,0.2724823756665574,267,LSTM,0.2,1,2,2,1536,3,20653058,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
185,97,2018-12-16 18:30:16,2018-12-16 18:28:39,32,2,7,True,5,0.8896321070234113,0.8971943477370469,0.2785307545822931,0.9278574530480479,0.25356688681036327,218,MLP,0.5,4,8,0,1536,3,3687746,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
61,120,2018-12-16 18:59:39,2018-12-16 18:57:38,32,2,8,True,5,0.9163879598662208,0.905386033176326,0.25879120348834267,0.927422859678057,0.2452104820836269,236,MLP,0.5,8,2,2,1536,3,4722434,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
38,92,2018-12-16 19:12:21,2018-12-16 19:10:49,32,2,3,True,5,0.8595317725752508,0.8758959655949211,0.3063563495483795,0.9274228596262495,0.2742056289168867,244,MLP,0.5,8,4,2,1536,3,4132226,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
189,42,2018-12-16 15:15:13,2018-12-16 15:14:30,32,2,8,True,5,0.8679867986798679,0.894474913731063,0.26484676420676523,0.9268081420528367,0.23885488841197045,42,MLP,0.5,2,2,0,1536,1,1772546,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
237,88,2018-12-16 15:37:51,2018-12-16 15:36:22,32,2,18,True,5,0.7920792079207921,0.9156002437417012,0.22081023117475532,0.9268081420528367,0.24535367896335886,75,MLP,0.2,4,2,2,1536,1,2363138,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
282,72,2018-12-16 16:46:51,2018-12-16 16:45:38,32,2,5,True,5,0.919732441471572,0.8848044235101372,0.28980936241011357,0.92655367208325,0.25014030344068666,148,MLP,0.5,1,4,2,1536,3,4132226,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
28,61,2018-12-16 16:44:32,2018-12-16 16:43:31,32,2,4,True,5,0.8729096989966555,0.8832684824780658,0.2970676260748384,0.92655367208325,0.27063832410337196,146,MLP,0.5,1,4,0,1536,3,3835778,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
221,65,2018-12-16 16:27:43,2018-12-16 16:26:37,32,2,7,True,5,0.862876254180602,0.8828588982061019,0.2899329847923781,0.92655367208325,0.2378083243545166,133,MLP,0.2,1,0,4,1536,3,3541250,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
154,98,2018-12-16 17:14:05,2018-12-16 17:12:27,32,2,9,True,5,0.8193979933110368,0.9084579152160557,0.24017115628654634,0.92655367208325,0.23329934245967077,170,MLP,0.5,2,2,0,1536,3,4131842,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
288,58,2018-12-16 15:39:33,2018-12-16 15:38:35,32,2,9,True,5,0.8844884488448845,0.8890920170627666,0.27358653144988493,0.9263750541618037,0.24597836619798835,77,MLP,0.2,4,2,4,1536,1,2067074,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
267,381,2018-12-16 20:32:51,2018-12-16 20:26:29,32,2,11,True,10,0.8494983277591973,0.8978087241449928,0.26510363650290225,0.9261190789463933,0.2364793382795517,259,LSTM,0.2,1,0,2,1536,3,18883586,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
216,79,2018-12-16 16:56:21,2018-12-16 16:55:02,32,2,7,True,5,0.8862876254180602,0.900778210104525,0.2536176962123014,0.9261190787132592,0.26178591049841726,155,MLP,0.2,1,8,2,1536,3,3837122,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
135,58,2018-12-16 16:20:24,2018-12-16 16:19:26,32,2,7,True,5,0.9240924092409241,0.887162299398821,0.2904152703096342,0.9259419662191425,0.24616541973875425,126,MLP,0.5,8,8,4,1536,1,1402946,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
117,98,2018-12-16 17:32:36,2018-12-16 17:30:57,32,2,9,True,5,0.9230769230769231,0.9057956174360834,0.25278941703799707,0.9256844852914607,0.24625642290715288,182,MLP,0.5,2,4,4,1536,3,3983618,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
219,383,2018-12-16 20:39:22,2018-12-16 20:32:58,32,2,11,True,10,0.8494983277591973,0.8606389514520572,0.3342486550494,0.9256844848251923,0.24730712131332802,260,LSTM,0.5,1,0,2,1536,3,18883586,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
90,405,2018-12-16 23:57:48,2018-12-16 23:51:02,32,2,9,True,10,0.8461538461538461,0.8787630554986688,0.3026133879482099,0.9256844847733847,0.2520196765000693,285,LSTM,0.2,1,8,4,1536,3,19250498,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
94,102,2018-12-16 16:50:10,2018-12-16 16:48:27,32,2,12,True,5,0.882943143812709,0.9146016792955151,0.23710981573274018,0.9256844847733847,0.24701555454047128,150,MLP,0.5,1,4,4,1536,3,3983618,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
9,89,2018-12-16 16:13:58,2018-12-16 16:12:29,32,2,17,True,5,0.858085808580858,0.913975218362787,0.228679843870467,0.9255088783539235,0.2305798991617572,119,MLP,0.2,8,4,8,1536,1,1550018,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
138,359,2018-12-16 21:40:00,2018-12-16 21:34:01,32,2,8,True,10,0.9331103678929766,0.8811181650624617,0.2995922110063874,0.925249891118452,0.23734024079635527,269,LSTM,0.2,1,2,4,1536,3,20356994,inception_resnet_v2,avg,"(299, 3, 1536)","(9766, 2)"
30,46,2018-12-16 15:11:09,2018-12-16 15:10:23,32,2,14,True,5,0.9207920792079208,0.8997562461550246,0.25584916040080363,0.9246427024944152,0.24605552087412505,35,MLP,0.2,2,0,2,1536,1,1181954,inception_resnet_v2,avg,"(303, 1, 1536)","(9846, 2)"
